명칭,지번주소,도로명주소,X좌표(GRS80TM),Y좌표(GRS80TM),위도X좌표(WGS84),경도Y좌표(WGS84),역사_ID,호선,총 면적,구분,주소(혼재)
창동고등학교,서울특별시 도봉구 창동 694-10,서울특별시 도봉구 노해로62길 7,,,127.0388191,37.65103577,,,,고등학교,
성신여자고등학교,서울특별시 성북구 돈암동 산11-269,서울특별시 성북구 동소문로26가길 80,,,127.0224072,37.59428963,,,,고등학교,
방화중학교,서울특별시 강서구 방화동 636-1,서울특별시 강서구 개화동로27길 9,,,126.8071069,37.56433471,,,,중학교,
충암중학교,서울특별시 은평구 응암동 272-113,서울특별시 은평구 가좌로5길 5,,,126.9218095,37.58464029,,,,중학교,
서울인헌초등학교,서울특별시 관악구 봉천동 212-3,서울특별시 관악구 낙성대로 23,,,126.9598639,37.47675499,,,,초등학교,
서울불암초등학교,서울특별시 노원구 중계동 366-2,서울특별시 노원구 중계로 178,,,127.0806018,37.65078442,,,,초등학교,
성재중학교,서울특별시 강서구 가양동 1463,서울특별시 강서구 허준로 36,,,126.8452953,37.56944938,,,,중학교,
서울지향초등학교,서울특별시 양천구 신정동 1284,서울특별시 양천구 신정로11길 74,,,126.8370238,37.51283768,,,,초등학교,
서울잠동초등학교,서울특별시 송파구 신천동 7-2,서울특별시 송파구 올림픽로35길 122,,,127.099931,37.51833846,,,,초등학교,
온곡중학교,서울특별시 노원구 상계동 687,서울특별시 노원구 노원로 492,,,127.0643327,37.66058142,,,,중학교,
서울컨벤션고등학교,서울특별시 강동구 고덕동 295-1,서울특별시 강동구 동남로 964,,,127.1580303,37.5592845,,,,고등학교,
예일여자고등학교,서울특별시 은평구 구산동 8-3,서울특별시 은평구 연서로 117,,,126.9147928,37.6109459,,,,고등학교,
서울도성초등학교,서울특별시 강남구 역삼동 714,서울특별시 강남구 역삼로 313,,,127.0488722,37.50146201,,,,초등학교,
서울문백초등학교,서울특별시 금천구 시흥동 564-5,서울특별시 금천구 시흥대로47길 43-1,,,126.8986974,37.44709025,,,,초등학교,
도봉고등학교,서울특별시 도봉구 도봉동 556,서울특별시 도봉구 도봉산길 27,,,127.0425784,37.68675501,,,,고등학교,
예일초등학교,서울특별시 은평구 구산동 8-3,서울특별시 은평구 연서로 117,,,126.9147928,37.6109459,,,,초등학교,
서울대청초등학교,서울특별시 강남구 동 712,서울특별시 강남구 양재대로55길 28,,,127.0877673,37.4931481,,,,초등학교,
면목중학교,서울특별시 중랑구 면목동 490,서울특별시 중랑구 용마산로70길 37,,,127.0963033,37.58321586,,,,중학교,
서울행현초등학교,서울특별시 성동구 행당동 317-18,서울특별시 성동구 행당로 95,,,127.029368,37.55770899,,,,초등학교,
선린인터넷고등학교,서울특별시 용산구 청파동3가 131-2,서울특별시 용산구 원효로97길 33-4,,,126.9660387,37.54278138,,,,고등학교,
풍성중학교,서울특별시 송파구 풍납동 388-16,서울특별시 송파구 강동대로2길 27,,,127.1128839,37.52543858,,,,중학교,
신창중학교,서울특별시 노원구 월계동 805-5,서울특별시 노원구 월계로45길 92,,,127.0474776,37.6285588,,,,중학교,
서울길음초등학교,서울특별시 성북구 길음동 635-7,서울특별시 성북구 길음로 142,,,127.01666,37.61363115,,,,초등학교,
서울고등학교,서울특별시 서초구 서초동 1526-1,서울특별시 서초구 효령로 197,,,127.0049019,37.48429306,,,,고등학교,
세화고등학교,서울특별시 서초구 반포동 753,서울특별시 서초구 신반포로 56-7,,,126.99423,37.50199646,,,,고등학교,
상문고등학교,서울특별시 서초구 방배동 1000-2,서울특별시 서초구 명달로 45,,,127.0039168,37.47975543,,,,고등학교,
서울개일초등학교,서울특별시 강남구 개포동 174,서울특별시 강남구 개포로 401,,,127.0577406,37.48621414,,,,초등학교,
성암여자중학교,서울특별시 강북구 미아동 320-1,서울특별시 강북구 도봉로29길 52,,,127.0239059,37.62041353,,,,중학교,
인창중학교,서울특별시 서대문구 충정로2가 70,서울특별시 서대문구 경기대로 65,,,126.9640232,37.56488513,,,,중학교,
서울응봉초등학교,서울특별시 성동구 응봉동 193,서울특별시 성동구 독서당로62길 28,,,127.0338297,37.55025339,,,,초등학교,
계성초등학교,서울특별시 서초구 반포동 6-1,서울특별시 서초구 신반포로19길 23,,,126.9968257,37.5049159,,,,초등학교,
고려대학교사범대학부속중학교,서울특별시 성북구 정릉동 660,서울특별시 성북구 정릉로 161,,,127.0028302,37.60783857,,,,중학교,
월촌중학교,서울특별시 양천구 목동 909,서울특별시 양천구 목동서로 31,,,126.8827588,37.53706518,,,,중학교,
서울홍릉초등학교,서울특별시 동대문구 청량리동 206-44,서울특별시 동대문구 회기로 90,,,127.0477051,37.59068752,,,,초등학교,
상암중학교,서울특별시 마포구 상암동 1657,서울특별시 마포구 상암산로1길 26,,,126.8875508,37.57905692,,,,중학교,
천일중학교,서울특별시 강동구 천호동 313-5,서울특별시 강동구 천중로 57,,,127.1276362,37.54590987,,,,중학교,
신상중학교,서울특별시 노원구 상계동 754-4,서울특별시 노원구 동일로216길 42,,,127.0639869,37.65190308,,,,중학교,
효문고등학교,서울특별시 도봉구 쌍문동 468,서울특별시 도봉구 우이천로 432,,,127.0184005,37.65269871,,,,고등학교,
한성여자고등학교,서울특별시 성북구 삼선동2가 392-2,서울특별시 성북구 삼선교로16길 117,,,127.0117841,37.5830649,,,,고등학교,
서울디자인고등학교,서울특별시 마포구 염리동 150,서울특별시 마포구 백범로 139,,,126.9469053,37.54670177,,,,고등학교,
서울상지초등학교,서울특별시 마포구 상암동 1676,서울특별시 마포구 월드컵로42길 30,,,126.8820736,37.57975102,,,,초등학교,
서울동명초등학교,서울특별시 성동구 마장동 556,서울특별시 성동구 마장로29길 29,,,127.0351082,37.56812285,,,,초등학교,
충암초등학교,서울특별시 은평구 응암동 746-17,서울특별시 은평구 가좌로5길 5,,,126.9218095,37.58464029,,,,초등학교,
서울양전초등학교,서울특별시 강남구 개포동 183,서울특별시 강남구 개포로 513,,,127.0694253,37.49028284,,,,초등학교,
경복고등학교,서울특별시 종로구 청운동 89-9,서울특별시 종로구 자하문로28가길 9,,,126.9715109,37.58594567,,,,고등학교,
대원고등학교,서울특별시 광진구 중곡동 176-124,서울특별시 광진구 용마산로22길 26,,,127.0894374,37.56249279,,,,고등학교,
동북초등학교,서울특별시 도봉구 쌍문동 263,서울특별시 도봉구 시루봉로 53,,,127.0268766,37.65634868,,,,초등학교,
서울상경초등학교,서울특별시 노원구 상계동 621,서울특별시 노원구 수락산로 237,,,127.0516742,37.67050507,,,,초등학교,
백석중학교,서울특별시 강서구 등촌동 520-5,서울특별시 강서구 등촌로51나길 35,,,126.8589539,37.54829091,,,,중학교,
서울시흥초등학교,서울특별시 금천구 시흥동 841-19,서울특별시 금천구 독산로23길 26,,,126.9046393,37.45534062,,,,초등학교,
서울신현초등학교,서울특별시 중랑구 신내동 663,서울특별시 중랑구 봉화산로 188,,,127.0935852,37.60581459,,,,초등학교,
서울구로초등학교,서울특별시 구로구 구로동 443,서울특별시 구로구 구로중앙로27나길 9,,,126.8865543,37.49746187,,,,초등학교,
한양중학교,서울특별시 중구 신당동 224-2,서울특별시 중구 을지로 299,,,127.0114433,37.5658716,,,,중학교,
서울여자중학교,서울특별시 마포구 염리동 128-2,서울특별시 마포구 백범로25길 34,,,126.94907,37.5477805,,,,중학교,
선정중학교,서울특별시 은평구 갈현동 227-5,서울특별시 은평구 서오릉로20길 19,,,126.9090316,37.61870451,,,,중학교,
서울연천초등학교,서울특별시 은평구 불광동 346-153,서울특별시 은평구 연서로34길 22,,,126.9299179,37.62134929,,,,초등학교,
용강중학교,서울특별시 용산구 이촌동 301-78,서울특별시 용산구 이촌로65가길 91,,,126.9754853,37.52157693,,,,중학교,
서울충무초등학교,서울특별시 중구 장충동2가 173-7,서울특별시 중구 퇴계로50길 13,,,127.0012351,37.56194948,,,,초등학교,
서울녹천초등학교,서울특별시 노원구 월계동 322-2,서울특별시 노원구 마들로3길 34,,,127.0631172,37.6285066,,,,초등학교,
경신고등학교,서울특별시 종로구 혜화동 5-119,서울특별시 종로구 혜화로 74,,,126.999531,37.59222582,,,,고등학교,
노일중학교,서울특별시 노원구 상계동 1044,서울특별시 노원구 동일로231길 24,,,127.0535508,37.67260103,,,,중학교,
수락중학교,서울특별시 노원구 상계동 1254,서울특별시 노원구 동일로 1729,,,127.0548083,37.68314469,,,,중학교,
여의도고등학교,서울특별시 영등포구 여의도동 30-1,서울특별시 영등포구 국제금융로7길 37,,,126.9342192,37.52505101,,,,고등학교,
선화예술고등학교,서울특별시 광진구 능동 25,서울특별시 광진구 천호대로 664,,,127.0870952,37.5509798,,,,고등학교,
성일중학교,서울특별시 동대문구 제기동 271-41,서울특별시 동대문구 왕산로23길 55,,,127.0338291,37.58185023,,,,중학교,
서울신자초등학교,서울특별시 광진구 자양동 591,서울특별시 광진구 뚝섬로46길 64,,,127.0755876,37.53027881,,,,초등학교,
서울언북초등학교,서울특별시 강남구 청담동 27,서울특별시 강남구 삼성로135길 42,,,127.0447158,37.52012517,,,,초등학교,
광남고등학교,서울특별시 광진구 광장동 554-11,서울특별시 광진구 아차산로70길 17-16,,,127.1012139,37.54151472,,,,고등학교,
청량중학교,서울특별시 동대문구 청량리동 14,서울특별시 동대문구 왕산로 301,,,127.0506225,37.58821921,,,,중학교,
서울경동초등학교,서울특별시 성동구 성수동1가 19-1,서울특별시 성동구 성수일로 34,,,127.050074,37.5438253,,,,초등학교,
서울강월초등학교,서울특별시 양천구 신월동 987-3,서울특별시 양천구 신월로 97,,,126.8334319,37.51634172,,,,초등학교,
한양대학교사범대학부속고등학교,서울특별시 성동구 사근동 223,서울특별시 성동구 마조로 42,,,127.042324,37.56191884,,,,고등학교,
서울명덕초등학교,서울특별시 강동구 고덕동 487-15,서울특별시 강동구 양재대로156길 11,,,127.1450815,37.55676233,,,,초등학교,
풍납중학교,서울특별시 송파구 풍납동 390,서울특별시 송파구 올림픽로43길 20,,,127.1156283,37.52536544,,,,중학교,
서울장위초등학교,서울특별시 성북구 장위동 68-8,서울특별시 성북구 장월로8가길 41,,,127.0500064,37.61144251,,,,초등학교,
동일중학교,서울특별시 금천구 시흥동 산100-4,서울특별시 금천구 탑골로10길 45,,,126.9158199,37.45193626,,,,중학교,
서울국제고등학교,서울특별시 종로구 명륜1가 1-27,서울특별시 종로구 성균관로13길 40,,,126.9954907,37.59179115,,,,고등학교,
백암고등학교,서울특별시 양천구 신정동 733,서울특별시 양천구 신정로13길 16,,,126.844377,37.51219626,,,,고등학교,
대청중학교,서울특별시 강남구 대치동 502,서울특별시 강남구 양재천로 321,,,127.0583501,37.49043056,,,,중학교,
영동일고등학교,서울특별시 송파구 잠실동 35-1,서울특별시 송파구 석촌호수로 93,,,127.089867,37.51003447,,,,고등학교,
당곡중학교,서울특별시 관악구 봉천동 682,서울특별시 관악구 봉천로13길 101,,,126.9326777,37.4923589,,,,중학교,
매원초등학교,서울특별시 성북구 돈암동 45-88,서울특별시 성북구 북악산로 870,,,127.0191869,37.59767468,,,,초등학교,
서울염동초등학교,서울특별시 강서구 염창동 45-4,서울특별시 강서구 양천로73길 17,,,126.8723509,37.55209548,,,,초등학교,
한영외국어고등학교,서울특별시 강동구 상일동 166,서울특별시 강동구 동남로 832,,,127.1577731,37.54914056,,,,고등학교,
서울화양초등학교,서울특별시 광진구 화양동 12-2,서울특별시 광진구 군자로 9,,,127.0715827,37.54422859,,,,초등학교,
상명고등학교,서울특별시 노원구 중계동 515,서울특별시 노원구 덕릉로 553,,,127.0680416,37.64954781,,,,고등학교,
중경고등학교,서울특별시 용산구 이촌동 300-302,서울특별시 용산구 이촌로84길 34,,,126.9756383,37.5176804,,,,고등학교,
서울위례별초등학교,서울특별시 송파구 장지동 886,서울특별시 송파구 위례광장로 243,,,127.1450416,37.47908713,,,,초등학교,
청원고등학교,서울특별시 노원구 상계동 641,서울특별시 노원구 한글비석로 506,,,127.0625329,37.66525155,,,,고등학교,
세곡중학교,서울특별시 강남구 자곡동 617,서울특별시 강남구 자곡로 81,,,127.0918862,37.47198073,,,,중학교,
서울문창초등학교,서울특별시 동작구 신대방동 640,서울특별시 동작구 신대방2길 14,,,126.9148407,37.48898483,,,,초등학교,
서울백석초등학교,서울특별시 강서구 등촌동 650-14,서울특별시 강서구 공항대로 491,,,126.8624258,37.55364765,,,,초등학교,
화곡보건경영고등학교,서울특별시 강서구 내발산동 715,서울특별시 강서구 강서로45길 70,,,126.8326573,37.5484056,,,,고등학교,
대원여자고등학교,서울특별시 광진구 중곡동 176-124,서울특별시 광진구 용마산로22길 26,,,127.0894052,37.56249619,,,,고등학교,
동성고등학교,서울특별시 종로구 혜화동 90-7,서울특별시 종로구 대학로 156,,,127.0030619,37.58496996,,,,고등학교,
대치중학교,서울특별시 강남구 도곡동 460,서울특별시 강남구 남부순환로378길 39,,,127.0470652,37.48457751,,,,중학교,
화곡중학교,서울특별시 강서구 내발산동 715,서울특별시 강서구 강서로45길 70,,,126.8326573,37.5484056,,,,중학교,
성심여자고등학교,서울특별시 용산구 원효로4가 1-1,서울특별시 용산구 원효로19길 49,,,126.9545934,37.53420937,,,,고등학교,
서울도곡초등학교,서울특별시 강남구 대치동 924-10,서울특별시 강남구 선릉로64길 33,,,127.0544655,37.49951141,,,,초등학교,
대방중학교,서울특별시 동작구 신대방동 492-200,서울특별시 동작구 여의대방로10길 24,,,126.9130162,37.49543678,,,,중학교,
배재고등학교,서울특별시 강동구 고덕동 313,서울특별시 강동구 고덕로 227,,,127.1502473,37.55505939,,,,고등학교,
서울장충초등학교,서울특별시 중구 신당동 386-86,서울특별시 중구 청구로17길 40,,,127.0117048,37.55991095,,,,초등학교,
서울동호초등학교,서울특별시 성동구 옥수동 556-1,서울특별시 성동구 동호로5길 133,,,127.0100328,37.54646244,,,,초등학교,
서울중흥초등학교,서울특별시 중랑구 중화동 119,서울특별시 중랑구 봉화산로 82,,,127.0841422,37.60167188,,,,초등학교,
서울반원초등학교,서울특별시 서초구 잠원동 72,서울특별시 서초구 잠원로3길 28,,,127.0040536,37.510312,,,,초등학교,
서울장곡초등학교,서울특별시 성북구 장위동 235,서울특별시 성북구 장월로23길 16,,,127.0481552,37.61683137,,,,초등학교,
서울창천초등학교,서울특별시 마포구 노고산동 33-1,서울특별시 마포구 백범로1길 56,,,126.9392951,37.55491782,,,,초등학교,
세종과학고등학교,서울특별시 구로구 궁동 232,서울특별시 구로구 오리로21길 79,,,126.8273517,37.4975694,,,,고등학교,
서울영원초등학교,서울특별시 영등포구 영등포동 647-2,서울특별시 영등포구 도영로 22길 31,,,126.9021825,37.51071936,,,,초등학교,
정원여자중학교,서울특별시 서대문구 홍은동 산11-141,서울특별시 서대문구 연희로37안길 51,,,126.9333431,37.58538212,,,,중학교,
서울대림초등학교,서울특별시 동작구 대방동 391-62,서울특별시 동작구 대방동1길 22,,,126.9248833,37.5006148,,,,초등학교,
서울상암초등학교,서울특별시 마포구 상암동 1635,서울특별시 마포구 월드컵북로 353,,,126.8923219,37.57633795,,,,초등학교,
서울백운초등학교,서울특별시 도봉구 쌍문동 422-2,서울특별시 도봉구 삼양로146길 17,,,127.0136725,37.65264151,,,,초등학교,
숭실중학교,서울특별시 은평구 신사동 300-88,서울특별시 은평구 은평터널로7길 6,,,126.9024039,37.59327482,,,,중학교,
잠신중학교,서울특별시 송파구 잠실동 22-1,서울특별시 송파구 잠실로 12,,,127.087802,37.51613937,,,,중학교,
영등포여자고등학교,서울특별시 영등포구 신길동 184-3,서울특별시 영등포구 영등포로62길 13,,,126.9153563,37.51538845,,,,고등학교,
배화여자고등학교,서울특별시 종로구 누하동 149,서울특별시 종로구 필운대로1길 34,,,126.9672919,37.57954401,,,,고등학교,
구암고등학교,서울특별시 관악구 봉천동 1712-25,서울특별시 관악구 성현로 57,,,126.949625,37.49244195,,,,고등학교,
목일중학교,서울특별시 양천구 신정동 330-2,서울특별시 양천구 목동동로8길 70,,,126.8740325,37.51354095,,,,중학교,
가재울중학교,서울특별시 서대문구 북가좌동 472,서울특별시 서대문구 수색로 100-75,,,126.9099537,37.57517186,,,,중학교,
남대문중학교,서울특별시 성북구 장위동 126,서울특별시 성북구 한천로 660-30,,,127.0557971,37.61863313,,,,중학교,
언남고등학교,서울특별시 서초구 양재동 309,서울특별시 서초구 동산로13길 35,,,127.0430052,37.47233002,,,,고등학교,
서울압구정초등학교,서울특별시 강남구 압구정동 461,서울특별시 강남구 압구정로39길 29,,,127.0308441,37.53173911,,,,초등학교,
경기기계공업고등학교,서울특별시 노원구 하계동 78,서울특별시 노원구 공릉로 264,,,127.0749285,37.63224005,,,,고등학교,
서울노일초등학교,서울특별시 노원구 상계동 1044-2,서울특별시 노원구 동일로 1625,,,127.0549667,37.67375444,,,,초등학교,
수명고등학교,서울특별시 강서구 내발산동 758,서울특별시 강서구 수명로2길 15,,,126.8247662,37.54976186,,,,고등학교,
중동중학교,서울특별시 강남구 동 692,서울특별시 강남구 로8길 37,,,127.0781671,37.48880119,,,,중학교,
서울쌍문초등학교,서울특별시 도봉구 쌍문동 360-4,서울특별시 도봉구 우이천로 360,,,127.0242911,37.64836383,,,,초등학교,
동성중학교,서울특별시 종로구 혜화동 90-7,서울특별시 종로구 대학로 156,,,127.0030976,37.58496996,,,,중학교,
서울방산초등학교,서울특별시 송파구 방이동 220-4,서울특별시 송파구 오금로27길 42,,,127.1210892,37.50955532,,,,초등학교,
서울인수초등학교,서울특별시 강북구 수유동 551-19,서울특별시 강북구 인수봉로 269,,,127.0091358,37.64305053,,,,초등학교,
성원중학교,서울특별시 성동구 성수동2가 333-17,서울특별시 성동구 성덕정9가길 13,,,127.0513835,37.53945182,,,,중학교,
서울미양초등학교,서울특별시 강북구 미아동 837-687,서울특별시 강북구 솔샘로 195,,,127.0141334,37.62153242,,,,초등학교,
영락중학교,서울특별시 은평구 응암동 226-13,서울특별시 은평구 백련산로 134-6,,,126.9251334,37.5969603,,,,중학교,
서울대방초등학교,서울특별시 영등포구 신길동 1444,서울특별시 영등포구 여의대방로35길 14,,,126.9190202,37.50290012,,,,초등학교,
숙명여자고등학교,서울특별시 강남구 도곡동 91,서울특별시 강남구 남부순환로 2807,,,127.0526126,37.49147536,,,,고등학교,
신도고등학교,서울특별시 은평구 진관동 242-38,서울특별시 은평구 통일로 961,,,126.9187486,37.62913251,,,,고등학교,
마포고등학교,서울특별시 강서구 등촌동 82-1,서울특별시 강서구 화곡로 403,,,126.8531334,37.55998867,,,,고등학교,
여의도중학교,서울특별시 영등포구 여의도동 40-1,서울특별시 영등포구 국제금융로7길 46,,,126.9357531,37.5239802,,,,중학교,
서울대왕초등학교,서울특별시 강남구 세곡동 517,서울특별시 강남구 헌릉로618길 8,,,127.1055912,37.46462117,,,,초등학교,
양진중학교,서울특별시 광진구 광장동 414-1,서울특별시 광진구 워커힐로 32,,,127.0983485,37.54457517,,,,중학교,
신방학중학교,서울특별시 도봉구 방학동 307-1,서울특별시 도봉구 시루봉로 156,,,127.028899,37.66414043,,,,중학교,
서울창원초등학교,서울특별시 도봉구 창동 308,서울특별시 도봉구 해등로 103,,,127.0399799,37.65264409,,,,초등학교,
성보중학교,서울특별시 관악구 신림동 1690,서울특별시 관악구 남부순환로156길 39,,,126.9209573,37.48072837,,,,중학교,
서울한산초등학교,서울특별시 강동구 둔촌동 149,서울특별시 강동구 풍성로 261,,,127.1410769,37.52869458,,,,초등학교,
명지초등학교,서울특별시 서대문구 홍은동 산26-127,서울특별시 서대문구 명지2길 32-20,,,126.9282315,37.58362994,,,,초등학교,
서울북성초등학교,서울특별시 서대문구 북아현동 215,서울특별시 서대문구 북아현로1나길 22,,,126.9518349,37.55963212,,,,초등학교,
양천중학교,서울특별시 양천구 신월동 948,서울특별시 양천구 지양로7길 32,,,126.8305508,37.51900116,,,,중학교,
서울서강초등학교,서울특별시 마포구 상수동 1-1,서울특별시 마포구 독막로 113,,,126.9268512,37.54869715,,,,초등학교,
서울북가좌초등학교,서울특별시 서대문구 북가좌동 376-17,서울특별시 서대문구 거북골로19길 20,,,126.9077782,37.57722021,,,,초등학교,
보성여자고등학교,서울특별시 용산구 용산동2가 1-1123,서울특별시 용산구 신흥로3가길 66,,,126.9842996,37.54308154,,,,고등학교,
서울성수초등학교,서울특별시 성동구 성수동2가 277-32,서울특별시 성동구 아차산로17길 21,,,127.0631674,37.54433609,,,,초등학교,
서울숭덕초등학교,서울특별시 성북구 정릉동 173-1,서울특별시 성북구 정릉로 279,,,127.013291,37.6038198,,,,초등학교,
서울수명초등학교,서울특별시 강서구 내발산동 752,서울특별시 강서구 수명로1길 84,,,126.8238445,37.55277267,,,,초등학교,
신일고등학교,서울특별시 강북구 미아동 193-1,서울특별시 강북구 솔매로49길 20,,,127.0284031,37.62796722,,,,고등학교,
광남중학교,서울특별시 광진구 광장동 554-15,서울특별시 광진구 아차산로70길 17-62,,,127.1016205,37.54083041,,,,중학교,
상현중학교,서울특별시 동작구 상도동 111-52,서울특별시 동작구 사당로2길 2-19,,,126.9603433,37.49398955,,,,중학교,
명일중학교,서울특별시 강동구 고덕동 489,서울특별시 강동구 양재대로156길 57,,,127.1472905,37.55759545,,,,중학교,
신동중학교,서울특별시 서초구 잠원동 54-6,서울특별시 서초구 나루터로 27,,,127.0129154,37.5169159,,,,중학교,
구일중학교,서울특별시 구로구 구로동 685-161,서울특별시 구로구 구일로 90-133,,,126.8737702,37.49530091,,,,중학교,
서울공릉초등학교,서울특별시 노원구 공릉동 610-1,서울특별시 노원구 동일로173길 12,,,127.0746314,37.61861443,,,,초등학교,
태릉중학교,서울특별시 중랑구 묵동 121-278,서울특별시 중랑구 공릉로2길 60-25,,,127.0834355,37.61253191,,,,중학교,
경수중학교,서울특별시 성동구 성수동2가 268,서울특별시 성동구 뚝섬로13길 14,,,127.0592712,37.53950904,,,,중학교,
서울은빛초등학교,서울특별시 은평구 진관동 41-25,서울특별시 은평구 진관3로 73-17,,,126.9190801,37.64266166,,,,초등학교,
누원고등학교,서울특별시 도봉구 도봉동 646,서울특별시 도봉구 마들로 849,,,127.0499327,37.68556896,,,,고등학교,
영등포공업고등학교,서울특별시 강서구 가양동 1468,서울특별시 강서구 허준로5길 15,,,126.8500283,37.56983562,,,,고등학교,
광성중학교,서울특별시 마포구 신수동 91-20,서울특별시 마포구 신수로8길 20,,,126.9359696,37.54869756,,,,중학교,
서울영본초등학교,서울특별시 동작구 본동 441-11,서울특별시 동작구 만양로12가길 69,,,126.9486724,37.51129869,,,,초등학교,
서울영신초등학교,서울특별시 영등포구 신길동 121,서울특별시 영등포구 도신로60길 23,,,126.9181917,37.51017196,,,,초등학교,
방배중학교,서울특별시 서초구 반포동 586-1,서울특별시 서초구 동광로 144,,,126.997827,37.49486827,,,,중학교,
인창고등학교,서울특별시 서대문구 충정로2가 70,서울특별시 서대문구 경기대로 65,,,126.9640232,37.56488513,,,,고등학교,
서울신목초등학교,서울특별시 양천구 신정동 281-2,서울특별시 양천구 신목로5길 11-6,,,126.8726408,37.51661098,,,,초등학교,
은평중학교,서울특별시 은평구 구산동 182-44,서울특별시 은평구 갈현로17나길 12-1,,,126.9083472,37.61061869,,,,중학교,
배화여자중학교,서울특별시 종로구 누상동 150,서울특별시 종로구 필운대로1길 34,,,126.9672919,37.57954401,,,,중학교,
서울태릉초등학교,서울특별시 노원구 공릉동 250-5,서울특별시 노원구 노원로1길 36,,,127.0850589,37.6231024,,,,초등학교,
불암고등학교,서울특별시 노원구 중계동 364-10,서울특별시 노원구 중계로 155,,,127.0803058,37.64915853,,,,고등학교,
서울덕수초등학교,서울특별시 중구 정동 1-76,서울특별시 중구 덕수궁길 140,,,126.9746579,37.56908888,,,,초등학교,
서울경수초등학교,서울특별시 성동구 성수동2가 268,서울특별시 성동구 뚝섬로13길 22,,,127.0580668,37.54043667,,,,초등학교,
서울상신초등학교,서울특별시 은평구 신사동 238-2,서울특별시 은평구 가좌로 361,,,126.9046049,37.59755372,,,,초등학교,
창덕여자중학교,서울특별시 중구 정동 27-3,서울특별시 중구 정동길 22,,,126.9692102,37.5664328,,,,중학교,
세일중학교,서울특별시 금천구 독산동 147-2,서울특별시 금천구 시흥대로147길 34,,,126.8953689,37.47459441,,,,중학교,
선일이비즈니스고등학교,서울특별시 은평구 갈현동 240-1,서울특별시 은평구 갈현로29길 27,,,126.9119931,37.62033713,,,,고등학교,
영신고등학교,서울특별시 영등포구 신길동 4656-2,서울특별시 영등포구 대방천로14길 18,,,126.909739,37.49810094,,,,고등학교,
장충고등학교,서울특별시 중구 신당동 432-460,서울특별시 중구 동호로15길 93,,,127.006415,37.5535149,,,,고등학교,
서울사근초등학교,서울특별시 성동구 사근동 291-5,서울특별시 성동구 사근동11길 16,,,127.047545,37.562685,,,,초등학교,
서울안산초등학교,서울특별시 서대문구 홍제동 44,서울특별시 서대문구 통일로 321,,,126.9522097,37.57916901,,,,초등학교,
서울홍파초등학교,서울특별시 동대문구 제기동 678,서울특별시 동대문구 고산자로 518,,,127.0395199,37.58622252,,,,초등학교,
서울대신초등학교,서울특별시 서대문구 대현동 67-1,서울특별시 서대문구 이화여대2길 27,,,126.9480572,37.55795026,,,,초등학교,
성덕여자중학교,서울특별시 강동구 천호동 23-3,서울특별시 강동구 구천면로 396,,,127.1419039,37.54996367,,,,중학교,
한성중학교,서울특별시 서대문구 북아현동 170-1,서울특별시 서대문구 북아현로1길 24,,,126.9544565,37.55909644,,,,중학교,
서울신상도초등학교,서울특별시 동작구 상도동 204-333,서울특별시 동작구 장승배기로 14,,,126.9446159,37.50034802,,,,초등학교,
서울삼전초등학교,서울특별시 송파구 삼전동 63,서울특별시 송파구 백제고분로28길 19,,,127.0932689,37.50169984,,,,초등학교,
서울신북초등학교,서울특별시 마포구 중동 42,서울특별시 마포구 월드컵북로38길 26,,,126.9053603,37.57110496,,,,초등학교,
혜화여자고등학교,서울특별시 강북구 수유동 468-43,서울특별시 강북구 인수봉로 127,,,127.013212,37.63130842,,,,고등학교,
서울연신초등학교,서울특별시 은평구 불광동 73-1,서울특별시 은평구 연서로 347,,,126.9277513,37.62605996,,,,초등학교,
서울안암초등학교,서울특별시 성북구 안암동2가 93,서울특별시 성북구 고려대로7가길 39,,,127.0220989,37.5871587,,,,초등학교,
서울강일초등학교,서울특별시 강동구 강일동 685,서울특별시 강동구 아리수로98길 24,,,127.1772858,37.56525568,,,,초등학교,
서울중마초등학교,서울특별시 광진구 중곡동 191-69,서울특별시 광진구 동일로72길 43,,,127.0790239,37.56579084,,,,초등학교,
서울강빛초등학교,서울특별시 강동구 강일동 120-4,서울특별시 강동구 아리수로93다길 1,,,127.1707749,37.57432025,,,,초등학교,
서울영일초등학교,서울특별시 구로구 가리봉동 17,서울특별시 구로구 남부순환로105길 218,,,126.8838134,37.48564539,,,,초등학교,
서울휘봉초등학교,서울특별시 동대문구 휘경동 49-27,서울특별시 동대문구 장안벚꽃로 309,,,127.0700416,37.58567641,,,,초등학교,
서울행당초등학교,서울특별시 성동구 행당동 320-60,서울특별시 성동구 고산자로8길 6,,,127.0348734,37.55701913,,,,초등학교,
서울삼양초등학교,서울특별시 강북구 미아동 791-1932,서울특별시 강북구 삼양로49길 17,,,127.0161491,37.62329558,,,,초등학교,
서울신정고등학교,서울특별시 강서구 화곡동 477-1,서울특별시 강서구 등촌로13아길 20,,,126.8570622,37.53838143,,,,고등학교,
대성고등학교,서울특별시 은평구 갈현동 267-17,서울특별시 은평구 갈현로29길 51-24,,,126.9097907,37.62316122,,,,고등학교,
구룡중학교,서울특별시 강남구 개포동 650,서울특별시 강남구 선릉로 103,,,127.056121,37.48615258,,,,중학교,
장위중학교,서울특별시 성북구 장위동 231-623,서울특별시 성북구 장위로4길 70,,,127.0408411,37.61129251,,,,중학교,
