명칭,latitude,longitude,Station_line,구분,Area(m^2)
삼화상운,37.62688664,127.050654,,버스정류장,
유원극동아파트,37.6296572,127.046189,,버스정류장,
유원극동아파트,37.62967733,127.0462443,,버스정류장,
월계미륭아파트,37.62388282,127.068141,,버스정류장,
7단지영업소,37.66023625,127.0636978,,버스정류장,
수락리버시티3.4단지,37.68716786,127.0526173,,버스정류장,
7단지영업소,37.65967074,127.0641523,,버스정류장,
경춘선숲길방문자센터,37.63172583,127.0705648,,버스정류장,
월계주공1단지아파트앞,37.62623521,127.0514997,,버스정류장,
불암산종합스타디움,37.63885341,127.0826997,,버스정류장,
중계본동종점,37.644166,127.083169,,버스정류장,
불암산종합스타디움,37.63890333,127.0826051,,버스정류장,
수락현대아파트,37.67463827,127.0602819,,버스정류장,
서울특별시북부기술교육원,37.64217849,127.0571073,,버스정류장,
상계8동주민센터,37.66700264,127.0519292,,버스정류장,
온곡초등학교,37.66671006,127.066513,,버스정류장,
상계역,37.66074086,127.0735011,,버스정류장,
수락산디자인거리,37.67497154,127.0578894,,버스정류장,
상계주공11단지,37.66705829,127.0551275,,버스정류장,
보람아파트앞,37.66495924,127.0662418,,버스정류장,
수락리버시티3.4단지,37.68725736,127.0527367,,버스정류장,
상계3동파출소,37.66382719,127.0750685,,버스정류장,
7호선수락산역,37.67581754,127.0557973,,버스정류장,
마들역,37.66553691,127.0574532,,버스정류장,
오뚜기슈퍼,37.66439087,127.0727771,,버스정류장,
상계주공9단지,37.66473723,127.05935,,버스정류장,
계상초등학교,37.66281477,127.0690507,,버스정류장,
대동아파트,37.62044695,127.0720882,,버스정류장,
또또슈퍼,37.66531344,127.0716128,,버스정류장,
상계주공14단지,37.67096041,127.0578504,,버스정류장,
청원고등학교,37.66452704,127.0611763,,버스정류장,
수락산역,37.67779709,127.055229,,버스정류장,
대동택시,37.66589646,127.0708551,,버스정류장,
14단지상가,37.66977802,127.0595395,,버스정류장,
건영옴니백화점,37.63918035,127.0640611,,버스정류장,
상계주공9단지.포레나노원,37.66227427,127.0617535,,버스정류장,
럭키수퍼,37.66659392,127.0695268,,버스정류장,
상원초등학교,37.66804778,127.0602479,,버스정류장,
주유소앞,37.65553547,127.0659231,,버스정류장,
건민약국앞,37.6250751,127.0719345,,버스정류장,
노일중학교,37.67242731,127.0547247,,버스정류장,
한신1차아파트후문,37.6659125,127.0691799,,버스정류장,
청원고등학교후문,37.66700356,127.0616717,,버스정류장,
벽산상가,37.6356265,127.0656619,,버스정류장,
상계초등학교,37.65772475,127.0659261,,버스정류장,
롯데백화점,37.65469712,127.062167,,버스정류장,
공릉역,37.62602473,127.0740659,,버스정류장,
상계1차현대아파트,37.67208286,127.0527952,,버스정류장,
은성마트,37.66526369,127.0689215,,버스정류장,
상계주공13단지,37.66674985,127.0634336,,버스정류장,
노원역10번출구,37.6565889,127.0644515,,버스정류장,
노원구청앞,37.65387321,127.0584714,,버스정류장,
공릉천주교회,37.62688385,127.0761111,,버스정류장,
한신1차아파트정문,37.66543033,127.0682393,,버스정류장,
보람아파트정문,37.66459572,127.0644382,,버스정류장,
한신3차아파트,37.66545132,127.0672429,,버스정류장,
인덕대입구,37.62852046,127.0573151,,버스정류장,
상계주공15단지,37.67066418,127.053621,,버스정류장,
보람사거리,37.66436708,127.0670943,,버스정류장,
공릉보건지소,37.62471525,127.0796741,,버스정류장,
광운대역,37.62298363,127.061578,,버스정류장,
청솔7단지아파트,37.63174682,127.0722206,,버스정류장,
태강아파트,37.62322331,127.0811127,,버스정류장,
대림아파트105동앞,37.66267446,127.0737002,,버스정류장,
노원구청,37.65434178,127.0573804,,버스정류장,
상계6동우체국,37.65381012,127.0588316,,버스정류장,
현대아파트,37.62436319,127.0820867,,버스정류장,
하계2동주민센터,37.63188046,127.068317,,버스정류장,
상신교회,37.66127755,127.0709953,,버스정류장,
석계역,37.61540524,127.0644511,,버스정류장,
노원역2번출구,37.655828,127.06143,,버스정류장,
노원역5번출구,37.65441328,127.0615695,,버스정류장,
장미6단지아파트,37.6329558,127.0669778,,버스정류장,
화진연립,37.61586716,127.0607459,,버스정류장,
KT전화국,37.65486666,127.0636633,,버스정류장,
중계센트럴파크아파트,37.64374552,127.0595326,,버스정류장,
장석교회,37.62428215,127.0510148,,버스정류장,
교육촌.벼루말,37.6220024,127.0524931,,버스정류장,
꿈의숲SK뷰아파트,37.6206464,127.0538156,,버스정류장,
광운중학교,37.61988162,127.0550102,,버스정류장,
석계역문화공원,37.61461714,127.0643177,,버스정류장,
광운전자공업고등학교,37.62000351,127.0549722,,버스정류장,
꿈의숲SK뷰아파트,37.6206646,127.0539423,,버스정류장,
교육촌.벼루말,37.62203038,127.0526085,,버스정류장,
장석교회,37.624099,127.0507008,,버스정류장,
태강아파트,37.62330131,127.0810154,,버스정류장,
장미5단지아파트,37.63408291,127.0664873,,버스정류장,
당고개역,37.66931411,127.0783634,,버스정류장,
동신아파트,37.61733139,127.0609271,,버스정류장,
순복음교회,37.65539181,127.0659487,,버스정류장,
수락산역,37.68025899,127.0552862,,버스정류장,
공릉동두산아파트,37.62245587,127.079499,,버스정류장,
하계역,37.63533267,127.0684136,,버스정류장,
지에스마트,37.66378615,127.0660337,,버스정류장,
보람아파트상가,37.66457012,127.065163,,버스정류장,
삼창아파트,37.61823381,127.0596782,,버스정류장,
포레나노원,37.66316774,127.0616008,,버스정류장,
청솔7단지앞,37.63167818,127.072271,,버스정류장,
경춘선숲길방문자센터,37.63168402,127.0704306,,버스정류장,
메디아이산부인과,37.65647284,127.0668566,,버스정류장,
공릉보건지소,37.62471203,127.0797146,,버스정류장,
보람1차후문,37.66209801,127.0657476,,버스정류장,
상계주공13단지,37.66663932,127.0638021,,버스정류장,
노일초교,37.67275225,127.055772,,버스정류장,
노일초교앞,37.67360685,127.0553793,,버스정류장,
마들역,37.66516921,127.0575507,,버스정류장,
마들역,37.66638,127.0574111,,버스정류장,
노원역,37.65186511,127.0611597,,버스정류장,
노원역,37.65292373,127.0610396,,버스정류장,
중계역,37.64731965,127.0629255,,버스정류장,
중계역,37.64805306,127.0627448,,버스정류장,
하계역,37.63500865,127.0687452,,버스정류장,
하계역,37.6351912,127.0684757,,버스정류장,
동신아파트,37.61709088,127.0586764,,버스정류장,
청백아파트,37.63204276,127.0523833,,버스정류장,
청백아파트,37.63251158,127.0523691,,버스정류장,
월계주공2단지앞,37.62891881,127.0548223,,버스정류장,
인덕대앞,37.62947355,127.0546229,,버스정류장,
청원고등학교,37.66460682,127.0612258,,버스정류장,
청백아파트종점,37.63556569,127.0524213,,버스정류장,
수락터미널,37.67846601,127.0541161,,버스정류장,
노원여성개발센터,37.6263786,127.0794023,,버스정류장,
상계2동주민센터,37.65797326,127.0683183,,버스정류장,
온곡중학교,37.66040698,127.0654406,,버스정류장,
청원고등학교후문,37.66705071,127.0619671,,버스정류장,
화진연립,37.61579103,127.0608244,,버스정류장,
석계역,37.61542953,127.0641501,,버스정류장,
마들역,37.66445688,127.0573498,,버스정류장,
수락리버시티3.4단지,37.68712,127.052762,,버스정류장,
14단지상가,37.66983727,127.0596256,,버스정류장,
농협,37.61665615,127.0643087,,버스정류장,
동일초등학교,37.66434577,127.0557864,,버스정류장,
월계1동주민센터,37.61936332,127.0634511,,버스정류장,
주공11단지성당,37.66440335,127.0534017,,버스정류장,
건민약국앞,37.62512694,127.0719464,,버스정류장,
상계주공14단지,37.67062328,127.056699,,버스정류장,
광운대역,37.6231564,127.0613447,,버스정류장,
대아아파트,37.62294266,127.0711134,,버스정류장,
대주아파트,37.62139353,127.0716316,,버스정류장,
7호선수락산역,37.67555909,127.0560232,,버스정류장,
대동아파트,37.62050712,127.0720024,,버스정류장,
성원아파트,37.66032422,127.0655372,,버스정류장,
수락산디자인거리,37.67490781,127.0577193,,버스정류장,
공릉초등학교,37.61829436,127.0725412,,버스정류장,
보람1차후문,37.66212409,127.0658892,,버스정류장,
수락현대아파트,37.67443349,127.0595578,,버스정류장,
하계실버센터,37.63367969,127.0647894,,버스정류장,
지에스마트,37.66341132,127.0661136,,버스정류장,
벽산상가,37.63543434,127.065893,,버스정류장,
현대우성아파트,37.63661418,127.0653569,,버스정류장,
미도아파트앞,37.64480189,127.0608247,,버스정류장,
상계현대3차아파트,37.67069674,127.0537376,,버스정류장,
24시편의점,37.66144,127.0707202,,버스정류장,
원자력병원입구,37.62748394,127.0775207,,버스정류장,
상원초등학교,37.66797405,127.060488,,버스정류장,
상원중학교,37.67107131,127.0579518,,버스정류장,
대주아파트,37.62129531,127.0717444,,버스정류장,
노원역8번출구,37.65539458,127.0595563,,버스정류장,
서울과학기술대학교정문앞,37.63032229,127.0770407,,버스정류장,
대학본부앞,37.63213032,127.0787022,,버스정류장,
붕어방,37.63385301,127.077826,,버스정류장,
대학본부앞,37.63205926,127.0785646,,버스정류장,
서울과학기술대학교정문앞,37.63114282,127.0776287,,버스정류장,
중계그린아파트,37.64064712,127.0642035,,버스정류장,
브라운스톤중계,37.64051195,127.064059,,버스정류장,
당고개역,37.6705831,127.0797236,,버스정류장,
동막골유원지,37.67510243,127.0866241,,버스정류장,
상계4동,37.67381141,127.0847368,,버스정류장,
상계3.4동주민센터,37.67233735,127.0831286,,버스정류장,
상계3.4동주민센터,37.67248336,127.0831468,,버스정류장,
상계4동,37.67378894,127.084584,,버스정류장,
동막골유원지,37.67521299,127.0865667,,버스정류장,
덕은교.은평차고지앞,37.58956953,126.884073,,버스정류장,
덕은교.은평차고지앞,37.58915622,126.8847749,,버스정류장,
수색교,37.58579915,126.8884987,,버스정류장,
수색교,37.58543917,126.8891576,,버스정류장,
수색역앞,37.58323743,126.8932468,,버스정류장,
수색역앞,37.58301064,126.8940976,,버스정류장,
디지털미디어시티역,37.57897706,126.9004603,,버스정류장,
디지털미디어시티역,37.57847351,126.9013921,,버스정류장,
은평뉴타운10단지,37.64293206,126.9150071,,버스정류장,
은평뉴타운10단지,37.64364607,126.9133754,,버스정류장,
구파발역입구,37.63601717,126.9170653,,버스정류장,
구파발역입구,37.63726726,126.916856,,버스정류장,
박석고개.신도고등학교,37.63003445,126.919353,,버스정류장,
박석고개.신도고등학교,37.63086085,126.9190976,,버스정류장,
세명컴퓨터고등학교,37.62421194,126.9200384,,버스정류장,
세명컴퓨터고등학교,37.62528812,126.9199077,,버스정류장,
연신내역.연서시장,37.61836583,126.921852,,버스정류장,
연신내역.연서시장,37.61928244,126.9208564,,버스정류장,
동명여고.천주교불광동성당,37.61548649,126.9252171,,버스정류장,
동명여고.천주교불광동성당,37.61619074,126.9238916,,버스정류장,
불광역3.6호선,37.61187247,126.9287348,,버스정류장,
불광역3.6호선,37.61240306,126.9280694,,버스정류장,
불광역3호선.서울혁신파크,37.60844997,126.9317709,,버스정류장,
불광역3호선.서울혁신파크,37.60922466,126.9308661,,버스정류장,
한전성서지사.녹번동푸르지오,37.60537918,126.934412,,버스정류장,
한전성서지사.북한산푸르지오,37.60615414,126.9336294,,버스정류장,
녹번역,37.60186617,126.9353375,,버스정류장,
녹번역,37.60242665,126.934984,,버스정류장,
불광역1번출구,37.61003357,126.9303624,,버스정류장,
불광역3.6호선,37.61242879,126.9282811,,버스정류장,
동명여고,37.61610011,126.9242791,,버스정류장,
연신내역,37.61813149,126.9220546,,버스정류장,
선일하이츠빌라,37.62263888,126.9199273,,버스정류장,
세명컴퓨터고등학교,37.62575606,126.9201646,,버스정류장,
구파발역2번출구,37.63676124,126.9188938,,버스정류장,
구파발역.롯데몰,37.63642093,126.9188117,,버스정류장,
구파발역.롯데몰,37.63678798,126.9187705,,버스정류장,
박석고개,37.62624976,126.9199448,,버스정류장,
신한은행갈현지점,37.62384271,126.9197864,,버스정류장,
연신내역,37.617577,126.922317,,버스정류장,
동명여고,37.61601959,126.9241164,,버스정류장,
불광역3.6호선,37.61246098,126.9280218,,버스정류장,
불광역4번출구,37.61005675,126.9301314,,버스정류장,
녹번역,37.6011028,126.9333527,,버스정류장,
은평구청,37.60137519,126.9303994,,버스정류장,
은평세무서,37.60138085,126.926345,,버스정류장,
본서부병원,37.60079717,126.9237047,,버스정류장,
신진과학기술고교.이마트은평점,37.59981242,126.919203,,버스정류장,
응암역신사오거리,37.59895198,126.915022,,버스정류장,
응암역신사오거리,37.59882924,126.9149653,,버스정류장,
신진과학기술고교.이마트은평점,37.59957114,126.9186183,,버스정류장,
본서부병원,37.60062636,126.9235536,,버스정류장,
은평세무서,37.60129663,126.9266264,,버스정류장,
은평구청,37.60125325,126.9303114,,버스정류장,
녹번초등학교.은평세무서,37.60281634,126.9261169,,버스정류장,
역촌역.역촌오거리,37.60693441,126.9224348,,버스정류장,
삼성타운,37.60866865,126.9209083,,버스정류장,
구산역1번출구.예일여고,37.61079575,126.918128,,버스정류장,
역촌중앙시장,37.61277506,126.9144981,,버스정류장,
구산사거리,37.61350023,126.9124411,,버스정류장,
선진운수종점,37.61410191,126.9107628,,버스정류장,
선정중고등학교,37.61558776,126.9085332,,버스정류장,
806의무경찰대.우남아파트,37.61793716,126.906366,,버스정류장,
806의무경찰대.우남아파트,37.61855636,126.9059085,,버스정류장,
선정중고등학교,37.61584452,126.9080861,,버스정류장,
선진운수종점,37.61399168,126.9108135,,버스정류장,
구산사거리,37.61336021,126.9126067,,버스정류장,
역촌중앙시장,37.61274979,126.9143072,,버스정류장,
구산역2번출구.예일여고,37.61086107,126.9178395,,버스정류장,
하나은행역촌동지점,37.60934572,126.9201833,,버스정류장,
역촌역.역촌오거리,37.60665167,126.922542,,버스정류장,
녹번초등학교.은평세무서,37.60371194,126.9251059,,버스정류장,
응암초등학교,37.58715402,126.9210642,,버스정류장,
은평문화예술정보학교,37.58876043,126.9189549,,버스정류장,
응암오거리,37.59070845,126.9165174,,버스정류장,
신사초등학교,37.59312598,126.9135279,,버스정류장,
상신초등학교,37.59578352,126.9100623,,버스정류장,
상신초등학교,37.59567605,126.9100521,,버스정류장,
신사초등학교,37.59344893,126.9129632,,버스정류장,
응암오거리,37.590813,126.916247,,버스정류장,
은평문화예술정보학교,37.58897362,126.9185715,,버스정류장,
응암초등학교,37.58762873,126.9203087,,버스정류장,
대림시장,37.58781664,126.9166224,,버스정류장,
대림시장,37.58869229,126.9169844,,버스정류장,
응암역.신사오거리,37.59791304,126.9153659,,버스정류장,
신흥시장,37.5953776,126.9147111,,버스정류장,
새절역,37.59116208,126.9136049,,버스정류장,
와산교,37.5878789,126.9127707,,버스정류장,
증산종합시장.증산중학교입구,37.580847,126.90638,,버스정류장,
증산종합시장.증산중학교입구,37.58061568,126.9063513,,버스정류장,
증산역.증산동주민센터,37.58371651,126.909628,,버스정류장,
와산교,37.58810645,126.9130027,,버스정류장,
새절역.숭실고입구,37.59160384,126.9138852,,버스정류장,
신흥시장,37.59540336,126.9148858,,버스정류장,
응암역.신사오거리,37.59811022,126.9155886,,버스정류장,
역촌초등학교,37.6021737,126.9159489,,버스정류장,
역말사거리,37.60614336,126.9154611,,버스정류장,
구산역2번출구.예일여고,37.61001507,126.9167622,,버스정류장,
구산역1번출구,37.61166559,126.9174737,,버스정류장,
대조동주민센터,37.61408271,126.9178216,,버스정류장,
연신내역.로데오거리,37.61785467,126.9199126,,버스정류장,
연서시장,37.61924118,126.9225929,,버스정류장,
종로약국,37.62043261,126.9245778,,버스정류장,
불광지구대,37.62180849,126.9267124,,버스정류장,
북한산대창센시티아파트,37.62483673,126.9287253,,버스정류장,
은평경찰서,37.62764799,126.9293412,,버스정류장,
폭포동,37.6307016,126.9310176,,버스정류장,
신도중학교,37.63331635,126.9316714,,버스정류장,
은평노인종합복지관.신도중학교,37.63246067,126.9315417,,버스정류장,
폭포동.은평노인종합복지관,37.63136478,126.9311021,,버스정류장,
은평경찰서,37.62806785,126.9292876,,버스정류장,
연신초등학교,37.62561508,126.9288413,,버스정류장,
불광지구대,37.6218266,126.9265716,,버스정류장,
새장골유래비,37.62050479,126.9243906,,버스정류장,
연서시장,37.61954978,126.9226088,,버스정류장,
연신내역.로데오거리,37.61796172,126.9197819,,버스정류장,
은평연세병원,37.61465542,126.917741,,버스정류장,
구산역4번출구,37.61210523,126.9173678,,버스정류장,
구산역3번출구.예일여고,37.61073476,126.9169878,,버스정류장,
역말사거리,37.60621899,126.9152878,,버스정류장,
역촌초등학교,37.60280595,126.9157176,,버스정류장,
응암역2번출구,37.60042615,126.9159655,,버스정류장,
신사동고개.은평지역자활센터,37.59842021,126.9101594,,버스정류장,
서울기독대학교입구,37.60143855,126.9103508,,버스정류장,
시립서북병원세현교회앞,37.60615246,126.9105809,,버스정류장,
구산중학교.구산교회,37.60872492,126.9109234,,버스정류장,
구산동주민센터.구산치안센터,37.61119987,126.9112659,,버스정류장,
구산동주민센터.구산치안센터,37.61199519,126.9113176,,버스정류장,
구산중학교.구산교회,37.60879875,126.9108778,,버스정류장,
시립서북병원세현교회앞,37.60601623,126.9105097,,버스정류장,
서울기독대학교입구,37.60203108,126.9103236,,버스정류장,
우남교통,37.59976389,126.9102154,,버스정류장,
신사동고개.은평지역자활센터,37.598976,126.910172,,버스정류장,
갈현1동주민센터,37.62396395,126.9169897,,버스정류장,
한일탕,37.62606573,126.9184322,,버스정류장,
한일탕,37.6262038,126.9186785,,버스정류장,
갈현1동주민센터,37.62324904,126.9169871,,버스정류장,
불광롯데캐슬아파트,37.61308101,126.9319889,,버스정류장,
진관초교입구,37.64695363,126.9257929,,버스정류장,
푸르지오625동앞.관음사입구,37.64893126,126.9284653,,버스정류장,
삼천리골입구56사단북한산부대,37.65029802,126.9351255,,버스정류장,
백화사,37.65356408,126.9389352,,버스정류장,
흥국사,37.6568418,126.9419275,,버스정류장,
북한산성입구,37.65811071,126.9453568,,버스정류장,
북한산성입구,37.65816901,126.9453481,,버스정류장,
흥국사,37.65714447,126.942247,,버스정류장,
백화사,37.65373217,126.9390265,,버스정류장,
삼천리골입구56사단북한산부대,37.65005245,126.9333898,,버스정류장,
진관초교관음사입구,37.64781472,126.9268234,,버스정류장,
푸르지오618동앞.관음사입구,37.64965967,126.9292643,,버스정류장,
진관중고교약수사입구,37.64571675,126.9236716,,버스정류장,
이마트.은평점,37.60001399,126.9183137,,버스정류장,
서부경찰서,37.60159462,126.9206393,,버스정류장,
해주드림빌APT,37.60421482,126.9219112,,버스정류장,
역촌역.역촌오거리,37.60695869,126.9233964,,버스정류장,
대조시장앞,37.60872683,126.9264464,,버스정류장,
양광교회앞,37.60848756,126.9282578,,버스정류장,
불광역.불광1동주민센터,37.60916136,126.9322409,,버스정류장,
독박골.북한산래미안APT앞,37.61059077,126.9397679,,버스정류장,
구기터널입구,37.61042031,126.9448023,,버스정류장,
구기터널입구,37.61069531,126.9457604,,버스정류장,
독박골.북한산래미안APT,37.61068652,126.9396226,,버스정류장,
불광역.불광1동주민센터,37.60945607,126.9326504,,버스정류장,
양광교회,37.60845588,126.9289232,,버스정류장,
대조시장,37.60889414,126.9264416,,버스정류장,
역촌오거리,37.60758481,126.9240165,,버스정류장,
역촌역1번출구,37.60521196,126.9222676,,버스정류장,
서부경찰서,37.60164203,126.9205063,,버스정류장,
이마트.은평점,37.6000862,126.9180957,,버스정류장,
응암1동주민센터,37.60037994,126.9268738,,버스정류장,
영락중학교입구,37.5971686,126.9242302,,버스정류장,
시립은평병원,37.59347032,126.9230083,,버스정류장,
백련산힐스테이트4차,37.59108543,126.9227077,,버스정류장,
충암고교앞.대주피오레아파트,37.58685018,126.9226255,,버스정류장,
충암고교앞.대주피오레아파트,37.58696069,126.9229075,,버스정류장,
백련산힐스테이트2차,37.59031824,126.9228429,,버스정류장,
시립은평병원,37.59345078,126.9230748,,버스정류장,
영락중학교입구,37.59693768,126.9241105,,버스정류장,
응암1동주민센터,37.60041323,126.926953,,버스정류장,
한솔아파트입구선정중학교후문,37.61582821,126.9136593,,버스정류장,
갈현동미미아파트,37.61820636,126.9150929,,버스정류장,
선일여고입구,37.61936479,126.9156562,,버스정류장,
갈현동성당앞,37.62081743,126.9165278,,버스정류장,
갈현동성당앞,37.62074966,126.9164254,,버스정류장,
선일여고입구,37.61898923,126.9153431,,버스정류장,
갈현동미미아파트,37.61818056,126.9150336,,버스정류장,
한솔아파트입구선정중학교후문,37.6160388,126.9138097,,버스정류장,
불광역9번출구.불광초등학교,37.6111355,126.9301387,,버스정류장,
불광대호아파트,37.61472163,126.9325588,,버스정류장,
불광1동공동주차장앞,37.61605962,126.9329261,,버스정류장,
불광1치안센터.독바위역,37.61760108,126.9331516,,버스정류장,
수리초등학교입구,37.61888752,126.9327907,,버스정류장,
북한산수자인아파트,37.62149255,126.9316537,,버스정류장,
불광중학교,37.62272628,126.9309636,,버스정류장,
북한산대창센시티아파트,37.62372319,126.9299269,,버스정류장,
북한산대창센시티아파트,37.62386743,126.9297132,,버스정류장,
불광중학교,37.62252745,126.9310928,,버스정류장,
북한산수자인아파트,37.62134123,126.9316136,,버스정류장,
수리초등학교입구,37.61896637,126.9326375,,버스정류장,
불광1치안센터.독바위역,37.61760722,126.9330851,,버스정류장,
불광1동공동주차장앞,37.61604334,126.9328597,,버스정류장,
불광대호아파트,37.61406098,126.9321302,,버스정류장,
불광초등학교,37.61174627,126.9309078,,버스정류장,
상신초등학교,37.59559715,126.9103048,,버스정류장,
백련산SK뷰아이파크아파트,37.59606912,126.9192582,,버스정류장,
서부경찰서후문,37.60242688,126.9224487,,버스정류장,
신진과학기술고등학교,37.59810531,126.9205372,,버스정류장,
응암시장,37.59430121,126.9180854,,버스정류장,
서서울농협본점,37.59345278,126.9180736,,버스정류장,
신진과학기술고등학교,37.59788144,126.9205481,,버스정류장,
서부경찰서후문,37.60274181,126.9225885,,버스정류장,
디지털미디어시티역,37.57905451,126.9006581,,버스정류장,
수색역,37.58166498,126.8964116,,버스정류장,
덕은교.은평차고지앞,37.58851756,126.8855327,,버스정류장,
덕은교.은평차고지앞,37.59004007,126.8835629,,버스정류장,
수색교,37.58548816,126.8888701,,버스정류장,
수색119안전센터,37.58356186,126.8924922,,버스정류장,
수색역,37.58087513,126.8974422,,버스정류장,
디지털미디어시티역,37.57829079,126.9013202,,버스정류장,
수색초등학교,37.58395848,126.8975749,,버스정류장,
수색대림아파트,37.58586286,126.9002169,,버스정류장,
은평터널앞,37.59161186,126.9058361,,버스정류장,
수색대림아파트,37.58607748,126.9003003,,버스정류장,
수색초등학교,37.58416118,126.8977874,,버스정류장,
새마을금고앞,37.5889204,126.9120915,,버스정류장,
새마을금고앞,37.58879805,126.9124003,,버스정류장,
미성아파트앞,37.59014542,126.9097275,,버스정류장,
미성아파트앞,37.58979921,126.9102433,,버스정류장,
상신중학교앞,37.59062125,126.9060707,,버스정류장,
상신중학교앞,37.59067904,126.9056251,,버스정류장,
숭실고입구,37.59181801,126.9061648,,버스정류장,
현대아파트앞,37.59394036,126.9080439,,버스정류장,
현대아파트앞,37.59397731,126.9079904,,버스정류장,
신사사거리,37.59569949,126.9089194,,버스정류장,
신사사거리,37.59570854,126.9088605,,버스정류장,
동명여고후문,37.61337965,126.9243431,,버스정류장,
동명탕앞,37.61133498,126.922112,,버스정류장,
하나은행역촌동지점,37.60832807,126.9203929,,버스정류장,
충북슈퍼앞,37.60623034,126.9183382,,버스정류장,
역촌동주민센터,37.60575249,126.9143524,,버스정류장,
제각말5단지.은평뉴타운도서관,37.63841875,126.9355134,,버스정류장,
제각말5단지.은평뉴타운도서관,37.63671224,126.9344741,,버스정류장,
연신초등학교,37.62607534,126.9290486,,버스정류장,
녹번역,37.60109044,126.9334791,,버스정류장,
증산역.증산동주민센터,37.5837099,126.9093904,,버스정류장,
연신초등학교.연신내성당,37.62674757,126.929053,,버스정류장,
신사동고개,37.59804691,126.9108617,,버스정류장,
시립서북병원,37.60468466,126.9104548,,버스정류장,
신사동고개,37.59774491,126.910003,,버스정류장,
녹번역,37.60083506,126.9348037,,버스정류장,
시립서북병원,37.60552099,126.9111252,,버스정류장,
구산동사거리,37.61430818,126.9121734,,버스정류장,
구산동사거리,37.61424414,126.9120327,,버스정류장,
역촌동성당,37.60555926,126.9116537,,버스정류장,
역촌동성당,37.60570869,126.9125393,,버스정류장,
호림아파트앞,37.60913431,126.9208506,,버스정류장,
은평권역공영차고지,37.59140821,126.8843234,,버스정류장,
은평공영차고지앞,37.59153308,126.8841434,,버스정류장,
응암정보도서관,37.58641238,126.9197356,,버스정류장,
응암정보도서관,37.5867523,126.9201829,,버스정류장,
서울중앙교회앞,37.58523767,126.9182025,,버스정류장,
우성공인중개사,37.58505058,126.9189182,,버스정류장,
응암오거리,37.59094021,126.916091,,버스정류장,
갈현노인복지센터,37.62474105,126.9171237,,버스정류장,
녹번동대림JR아파트앞,37.59925873,126.9369776,,버스정류장,
연서중학교입구,37.5862918,126.9121452,,버스정류장,
연서중학교입구,37.58613279,126.9118363,,버스정류장,
지축교앞,37.64481479,126.9177138,,버스정류장,
지축교앞,37.64488537,126.9196092,,버스정류장,
진관중고교약수사입구,37.64524576,126.922928,,버스정류장,
응암3동주민센터,37.59129057,126.9174125,,버스정류장,
롯데캐슬823동앞,37.64207098,126.9217217,,버스정류장,
진관중고교.약수사앞,37.64340019,126.92314,,버스정류장,
아이파크701동앞,37.64607624,126.9280603,,버스정류장,
푸르지오621동앞,37.64845722,126.9305531,,버스정류장,
진관초교앞,37.64631431,126.9292679,,버스정류장,
생태공원앞,37.64408351,126.9289611,,버스정류장,
진관중고교.약수사앞,37.64366299,126.9242856,,버스정류장,
래미안909동앞,37.6411468,126.9215758,,버스정류장,
하나고.삼천사.진관사입구,37.64137,126.937939,,버스정류장,
응암3동주민센터,37.59163631,126.9176434,,버스정류장,
입곡삼거리,37.64973894,126.9364821,,버스정류장,
입곡삼거리,37.65160497,126.9372118,,버스정류장,
아이파크709동앞,37.64486944,126.9266946,,버스정류장,
은진초교입구.은뜨락도서관,37.63074401,126.9206525,,버스정류장,
은진초교입구.은뜨락도서관,37.63100637,126.9209282,,버스정류장,
은평구민체육센터앞,37.63150694,126.9225503,,버스정류장,
은평구민체육센터앞,37.63164859,126.923055,,버스정류장,
신도초중교입구.한국고전번역원,37.63152233,126.9254992,,버스정류장,
신도초중교입구.한국고전번역원,37.63157731,126.9269078,,버스정류장,
아이파크714동앞,37.64489341,126.9262922,,버스정류장,
푸르지오604동앞,37.64773588,126.930047,,버스정류장,
푸르지오614동앞,37.64932744,126.9314025,,버스정류장,
아이파크708동앞,37.64541057,126.9268457,,버스정류장,
진관동주민센터.은평우체국,37.63455244,126.9196121,,버스정류장,
진관동주민센터.은평우체국,37.63467764,126.9198426,,버스정류장,
동부센트레빌324동앞,37.634073,126.9245506,,버스정류장,
두산위브253동앞,37.63421654,126.9228441,,버스정류장,
동부센트레빌320동앞,37.6340853,126.9277706,,버스정류장,
신도초교.은평메디텍고등학교,37.63420711,126.929111,,버스정류장,
하나고.삼천사.진관사입구,37.64144,126.937823,,버스정류장,
두산위브205동앞,37.63419389,126.9262636,,버스정류장,
래미안922동앞,37.64387694,126.9213999,,버스정류장,
롯데캐슬820동앞,37.64399209,126.9214767,,버스정류장,
진관공영차고지,37.64652533,126.9079374,,버스정류장,
진관공영차고지,37.64643721,126.9081351,,버스정류장,
기자촌11단지앞,37.63470508,126.9326088,,버스정류장,
수국사입구,37.61695834,126.9068547,,버스정류장,
응암초교.백련산힐스테이트3차,37.58878734,126.9227711,,버스정류장,
신도초교.은평메디텍고등학교,37.63407327,126.9303837,,버스정류장,
응암초교.백련산힐스테이트 3차,37.58862844,126.9225598,,버스정류장,
녹번센트레빌아파트,37.5988332,126.9258432,,버스정류장,
녹번센트레빌아파트,37.59913302,126.9260282,,버스정류장,
선진운수종점,37.614297,126.909973,,버스정류장,
기자촌사거리,37.63413484,126.9320971,,버스정류장,
갈현중앙시장,37.62339719,126.9185393,,버스정류장,
